Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living,root_class,qualifier,wikidata_ID,aphia_ID,NCBI_ID,BOLD_ID,ecotaxa_ID
medplanktonset,Chaetoceros_tortissimus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,tortissimus,chaetoceros tortissimus,True,True,living,full_body,Q67883084,163161.0,2082241.0,87566.0,540;734;754;760
global_uvp5,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
isiisnet,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
jedioceans,LClass_26.Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
jedioceans,LClass_chaetognata,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
jedioceans,LClass_Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
planktonset1.0,chaetognath_non_sagitta,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
planktonset1.0,chaetognath_other,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
planktoscope,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
uvp6net,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
zoocamnet,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
zooscan,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True,living,full_body,Q192416,2081.0,10229.0,13.0,115
global_uvp5,head<Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,False,False,detritus,part_head,Q192416,2081.0,10229.0,13.0,115
zooscan,head_Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,False,False,detritus,part_head,Q192416,2081.0,10229.0,13.0,115
global_uvp5,tail<Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,False,False,detritus,part_tail,Q192416,2081.0,10229.0,13.0,115
zooscan,tail_Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,False,False,detritus,part_tail,Q192416,2081.0,10229.0,13.0,115
planktoscope,Challengeron,chromista,cercozoa,thecofilosea,phaeogromida,challengeridae,challengeron,,challengeron,True,True,living,full_body,Q25368907,391891.0,332298.0,886873.0,
zoolake,chaoborus,animalia,arthropoda,insecta,diptera,chaoboridae,chaoborus,,chaoborus,True,True,living,full_body,Q2707905,118088.0,41812.0,169991.0,224
syke_ifcb_2022,Chlorococcales,plantae,chlorophyta,chlorophyceae,chlorococcales,,,,chlorococcales,True,True,living,full_body,Q255460,17111.0,3042.0,112297.0,
whoi,clusterflagellate,protozoa,choanozoa,choanoflagellatea,,,,,choanoflagellatea,True,True,living,full_body,Q129012,580116.0,28009.0,1326973.0,
whoi,flagellate_sp3,protozoa,choanozoa,choanoflagellatea,,,,,choanoflagellatea,True,True,living,full_body,Q129012,580116.0,28009.0,1326973.0,
zoocamnet,egg_Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,egg,Q10915,1821.0,7711.0,18.0,
zooscan,egg_Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,egg,Q10915,1821.0,7711.0,18.0,
global_uvp5,Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
global_uvp5,Gnathostomata,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
global_uvp5,Tunicata,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
isiisnet,Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
jedioceans,LClass_32.1Adult_Fish,animalia,chordata,,,,,,chordata,False,True,living,full_body,Q10915,1821.0,7711.0,18.0,
jedioceans,LClass_fish_lavae,animalia,chordata,,,,,,chordata,False,True,living,full_body,Q10915,1821.0,7711.0,18.0,
planktonset1.0,chordate_type1,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
uvp6net,Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
zoocamnet,Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
zoolake,fish,animalia,chordata,,,,,,chordata,False,True,living,full_body,Q10915,1821.0,7711.0,18.0,
zooscan,Actinopterygii,animalia,chordata,,,,,,chordata,True,True,living,full_body,Q10915,1821.0,7711.0,18.0,
jedioceans,LClass_Fish_larvae,animalia,chordata,,,,,,chordata,False,True,living,larvae,Q10915,1821.0,7711.0,18.0,
planktonset1.0,tunicate_partial,animalia,chordata,,,,,,chordata,False,False,detritus,part,Q10915,1821.0,7711.0,18.0,
flowcamnet,Tintinnina,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True,living,full_body,Q23810342,341353.0,200605.0,1022867.0,657
jedioceans,LClass_Tintinnida,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True,living,full_body,Q23810342,341353.0,200605.0,1022867.0,657
medplanktonset,Dictyocysta_spp._Codonaria_spp,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True,living,full_body,Q23810342,341353.0,200605.0,1022867.0,657
medplanktonset,Tintinnids,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True,living,full_body,Q23810342,341353.0,200605.0,1022867.0,657
planktoscope,Tintinnina,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True,living,full_body,Q23810342,341353.0,200605.0,1022867.0,657
flowcamnet,Retaria,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,ball with spines,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,elongated star with ball,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,nucleus with four arms,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,protist with spike,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,Rhizaria,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,rhizaria temporary,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,star with ball,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
isiisnet,Rhizaria,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
jedioceans,LClass_30.Benthic_algae,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
jedioceans,LClass_30.Bentic_algae,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
jedioceans,LClass_Benthic_algae,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
jedioceans,LClass_bentic_algae,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
jedioceans,LClass_rhizaria_other,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
jedioceans,LClass_Rhizaria_others,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
planktonset1.0,protist_dark_center,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
planktonset1.0,protist_fuzzy_olive,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
planktonset1.0,protist_other,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
planktonset1.0,protist_star,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
planktoscope,Rhizaria,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
uvp6net,Rhizaria,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
zoocamnet,Rhizaria,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
zooscan,Harosa,chromista,,,,,,,chromista,True,True,living,full_body,Q862296,7.0,,,
global_uvp5,rhizaria like,chromista,,,,,,,chromista,True,True,living,like,Q862296,7.0,,,
uvp6net,like<Rhizaria,chromista,,,,,,,chromista,True,True,living,like,Q862296,7.0,,,
global_uvp5,double sphere,chromista,,,,,,,chromista,False,False,detritus,part,Q862296,7.0,,,
global_uvp5,double spike,chromista,,,,,,,chromista,False,False,detritus,part,Q862296,7.0,,,
global_uvp5,hairy capsule,chromista,,,,,,,chromista,False,False,detritus,part,Q862296,7.0,,,
global_uvp5,spiky caps,chromista,,,,,,,chromista,False,False,detritus,part,Q862296,7.0,,,
syke_ifcb_2022,Chroococcales,bacteria,cyanobacteria,cyanophyceae,chroococcales,,,,chroococcales,True,True,living,full_body,Q3488765,146543.0,1118.0,176329.0,697
syke_ifcb_2022,Chroococcus_small,bacteria,cyanobacteria,cyanophyceae,chroococcales,chroococcaceae,chroococcus,,chroococcus,True,True,living,full_body,Q3675967,146565.0,70190.0,802785.0,697
whoi,Chrysochromulina,chromista,haptophyta,coccolithophyceae,prymnesiales,chrysochromulinaceae,chrysochromulina,,chrysochromulina,True,True,living,full_body,Q3082611,115090.0,35140.0,112538.0,
medplanktonset,Chrysochromulina_lanceolata,chromista,haptophyta,coccolithophyceae,prymnesiales,chrysochromulinaceae,chrysochromulina,lanceolata,chrysochromulina lanceolata,True,True,living,full_body,Q23057172,388470.0,35140.0,112538.0,
medplanktonset,Chrysochromulina_parkeae,chromista,haptophyta,coccolithophyceae,prymnesiales,chrysochromulinaceae,chrysochromulina,parkeae,chrysochromulina parkeae,True,True,living,full_body,Q23057217,115126.0,418974.0,112538.0,
flowcamnet,Ciliophora,chromista,ciliophora,,,,,,ciliophora,True,True,living,full_body,Q106345,11.0,5878.0,72834.0,657
jedioceans,LClass_cilliate,chromista,ciliophora,,,,,,ciliophora,True,True,living,full_body,Q106345,11.0,5878.0,72834.0,657
medplanktonset,Ciliates,chromista,ciliophora,,,,,,ciliophora,True,True,living,full_body,Q106345,11.0,5878.0,72834.0,657
planktoscope,Ciliophora,chromista,ciliophora,,,,,,ciliophora,True,True,living,full_body,Q106345,11.0,5878.0,72834.0,657
syke_ifcb_2022,Ciliata,chromista,ciliophora,,,,,,ciliophora,True,True,living,full_body,Q106345,11.0,5878.0,72834.0,657
whoi,Ciliate_mix,chromista,ciliophora,,,,,,ciliophora,True,True,living,mix,Q106345,11.0,5878.0,72834.0,657
flowcamnet,part_Ciliophora,chromista,ciliophora,,,,,,ciliophora,False,False,detritus,part,Q106345,11.0,5878.0,72834.0,657
global_uvp5,Circoporidae,chromista,cercozoa,thecofilosea,phaeocalpida,circoporidae,,,circoporidae,True,True,living,full_body,Q21214282,367365.0,3077321.0,886874.0,678
zoocamnet,Cladocera,animalia,mollusca,bivalvia,pteriida,inoceramidae,cladoceramus,,cladoceramus,True,True,living,full_body,Q105063205,105.0,6544.0,144.0,112
flowcamnet,Cladopyxis,chromista,myzozoa,dinophyceae,gonyaulacales,cladopyxidaceae,cladopyxis,,cladopyxis,True,True,living,full_body,Q18606151,109509.0,1129411.0,317024.0,483
planktoscope,Cladopyxis,chromista,myzozoa,dinophyceae,gonyaulacales,cladopyxidaceae,cladopyxis,,cladopyxis,True,True,living,full_body,Q18606151,109509.0,1129411.0,317024.0,483
medplanktonset,Cladopyxis_cf._brachiolata,chromista,myzozoa,dinophyceae,gonyaulacales,cladopyxidaceae,cladopyxis,brachiolata,cladopyxis brachiolata,True,True,living,full_body,Q2805504,109989.0,1129411.0,317024.0,483
planktoscope,Climacocylis,chromista,ciliophora,oligotrichea,choreotrichida,metacylididae,climacocylis,,climacocylis,True,True,living,full_body,Q25362545,183547.0,1176320.0,1022867.0,665
flowcamnet,Climacodium,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,climacodium,,climacodium,True,True,living,full_body,Q25366289,196803.0,2022333.0,1350166.0,732
planktoscope,Climacodium,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,climacodium,,climacodium,True,True,living,full_body,Q25366289,196803.0,2022333.0,1350166.0,732
flowcamnet,Climacodium inter. Crocosphaera,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,climacodium,crocosphaera,climacodium crocosphaera,True,True,living,full_body,Q25366289,196803.0,2022333.0,1350166.0,732
planktoscope,Climacosphenia,chromista,heterokontophyta,bacillariophyceae,climacospheniales,climacospheniaceae,climacosphenia,,climacosphenia,True,True,living,full_body,Q25366520,248081.0,449129.0,603638.0,711
zooscan,Creseidae,animalia,mollusca,gastropoda,pteropoda,cliidae,clio,pyramidata,clio pyramidata,True,True,living,full_body,Q3202847,139033.0,356475.0,202265.0,138
global_uvp5,egg unkn temp<Sardina temp,animalia,chordata,teleostei,clupeiformes,clupeidae,,,clupeidae,True,True,living,egg,Q27141,125464.0,55118.0,1252.0,
zoocamnet,egg_Engraudilae,animalia,chordata,teleostei,clupeiformes,,,,clupeiformes,True,True,living,egg,Q193389,10297.0,32446.0,253.0,
zoocamnet,egg_Sardina,animalia,chordata,teleostei,clupeiformes,,,,clupeiformes,False,True,living,egg,Q193389,10297.0,32446.0,253.0,
global_uvp5,Cnidaria<Hydrozoa,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
global_uvp5,Cnidaria<Metazoa,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
isiisnet,Cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
jedioceans,LClass_31.Polyp,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
jedioceans,LClass_cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
jedioceans,LClass_Polyp,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
zoocamnet,Cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True,living,full_body,Q25441,1267.0,6073.0,3.0,
global_uvp5,part<Cnidaria,animalia,cnidaria,,,,,,cnidaria,False,False,detritus,part,Q25441,1267.0,6073.0,3.0,
isiisnet,part_Cnidaria,animalia,cnidaria,,,,,,cnidaria,False,False,detritus,part,Q25441,1267.0,6073.0,3.0,
zooscan,part_Cnidaria,animalia,cnidaria,,,,,,cnidaria,False,False,detritus,part,Q25441,1267.0,6073.0,3.0,
global_uvp5,tentacle<Cnidaria,animalia,cnidaria,,,,,,cnidaria,False,False,detritus,part_tentacle,Q25441,1267.0,6073.0,3.0,
planktonset1.0,jellies_tentacles,animalia,cnidaria,,,,,,cnidaria,False,False,detritus,part_tentacle,Q25441,1267.0,6073.0,3.0,
planktoscope,Coccodiscidae,chromista,radiozoa,polycystina,spumellaria,coccodiscidae,,,coccodiscidae,True,True,living,full_body,Q21214877,367312.0,299202.0,714957.0,682
whoi,Cochlodinium,chromista,myzozoa,dinophyceae,gymnodiniales,gymnodiniaceae,cochlodinium,,cochlodinium,True,True,living,full_body,Q11085395,109474.0,77299.0,317016.0,240
flowcamnet,Codonaria,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonaria,,codonaria,True,True,living,full_body,Q25362575,150204.0,1176323.0,2677449.0,465
planktoscope,Codonaria,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonaria,,codonaria,True,True,living,full_body,Q25362575,150204.0,1176323.0,2677449.0,465
planktoscope,Codonella,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonella,,codonella,True,True,living,full_body,Q25362576,150203.0,382707.0,2677449.0,466;467
planktoscope,Codonella amphorella,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonella,amphorella,codonella amphorella,True,True,living,full_body,Q62000451,417133.0,1049796.0,2677449.0,467
planktoscope,Codonellopsis_Tintinnidiidae,chromista,ciliophora,oligotrichea,choreotrichida,codonellopsidae,codonellopsis,,codonellopsis,True,True,living,full_body,Q25362582,204197.0,211021.0,1022867.0,433;469
flowcamnet,Codonellopsis,chromista,ciliophora,oligotrichea,choreotrichida,codonellopsidae,codonellopsis,morchella,codonellopsis morchella,True,True,living,full_body,Q61999492,240441.0,1049798.0,1022867.0,433;469
planktoscope,Codonellopsis orthoceras,chromista,ciliophora,oligotrichea,choreotrichida,codonellopsidae,codonellopsis,orthoceras,codonellopsis orthoceras,True,True,living,full_body,Q62000496,417162.0,1176356.0,1022867.0,469
global_uvp5,Coelodendridae,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,True,True,living,full_body,Q25368819,367372.0,238787.0,886873.0,609
global_uvp5,Coelographis,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,True,True,living,full_body,Q25368819,367372.0,238787.0,886873.0,609
uvp6net,Coelodendridae,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,True,True,living,full_body,Q25368819,367372.0,238787.0,886873.0,609
uvp6net,spiky<Coelodendridae,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,True,True,living,full_body,Q25368819,367372.0,238787.0,886873.0,609
global_uvp5,leg<Coelodendridae,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,,,coelodendridae,False,False,detritus,part_leg,Q25368819,367372.0,238787.0,886873.0,609
global_uvp5,Coelodendrum,chromista,cercozoa,thecofilosea,phaeodendrida,coelodendridae,coelodendrum,,coelodendrum,True,True,living,full_body,Q25368905,409592.0,238788.0,886873.0,609
planktoscope,Collozoum,chromista,radiozoa,polycystina,nassellaria,collozoidae,collozoum,,collozoum,True,True,living,full_body,Q2192086,178828.0,65591.0,714957.0,654
zoolake,conochilus,animalia,rotifera,eurotatoria,flosculariaceae,conochilidae,conochilus,,conochilus,True,True,living,full_body,Q4195327,134930.0,360647.0,281615.0,
global_uvp5,copepoda eggs,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,egg,Q189973,1080.0,6830.0,979181.0,175;255;563;575
medplanktonset,Copepod_eggs,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,egg,Q189973,1080.0,6830.0,979181.0,175;255;563;575
uvp6net,copepoda_eggs,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,egg,Q189973,1080.0,6830.0,979181.0,175;255;563;575
flowcamnet,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,badfocus<Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,Copepoda X,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,nauplii,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,ovigerous,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,side,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,top-bottom,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
isiisnet,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
jedioceans,LClass_CC.Copepod,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
medplanktonset,Copepod_copepodites,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
medplanktonset,Copepod_nauplii,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
planktonset1.0,copepod_other,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
planktoscope,Copepoda_Maxillopoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
planktoscope,copepoda-cut,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
planktoscope,nauplii_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
uvp6net,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
zoocamnet,Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
zoocamnet,empty_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,full_body,Q189973,1080.0,6830.0,979181.0,175;255;563;575
global_uvp5,like<Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,like,Q189973,1080.0,6830.0,979181.0,175;255;563;575
isiisnet,like_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,like,Q189973,1080.0,6830.0,979181.0,175;255;563;575
uvp6net,like<Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,like,Q189973,1080.0,6830.0,979181.0,175;255;563;575
zoocamnet,multiple_Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True,living,mix,Q189973,1080.0,6830.0,979181.0,175;255;563;575
zoolake,copepod_skins,animalia,arthropoda,copepoda,,,,,copepoda,False,False,detritus,part_skin,Q189973,1080.0,6830.0,979181.0,175;255;563;575
planktonset1.0,copepod_cyclopoid_copilia,animalia,arthropoda,copepoda,cyclopoida,sapphirinidae,copilia,,copilia,True,True,living,full_body,Q3808936,128721.0,545085.0,50873.0,410
zooscan,Copilia,animalia,arthropoda,copepoda,cyclopoida,sapphirinidae,copilia,,copilia,True,True,living,full_body,Q3808936,128721.0,545085.0,50873.0,410
planktoscope,Corethron,chromista,heterokontophyta,bacillariophyceae,corethrales,corethraceae,corethron,,corethron,True,True,living,full_body,Q25366255,149109.0,49242.0,87570.0,541
whoi,Corethron,chromista,heterokontophyta,bacillariophyceae,corethrales,corethraceae,corethron,,corethron,True,True,living,full_body,Q25366255,149109.0,49242.0,87570.0,541
global_uvp5,Coronatae,animalia,cnidaria,scyphozoa,coronatae,,,,coronatae,True,True,living,full_body,Q277471,851649.0,86058.0,249202.0,308;641
planktoscope,Corycaeidae,animalia,arthropoda,copepoda,cyclopoida,corycaeidae,,,corycaeidae,True,True,living,full_body,Q6569053,128569.0,749182.0,315366.0,47;565
zoocamnet,Corycaeidae,animalia,arthropoda,copepoda,cyclopoida,corycaeidae,,,corycaeidae,True,True,living,full_body,Q6569053,128569.0,749182.0,315366.0,47;565
zooscan,Corycaeidae,animalia,arthropoda,copepoda,cyclopoida,corycaeidae,,,corycaeidae,True,True,living,full_body,Q6569053,128569.0,749182.0,315366.0,47;565
planktoscope,Corythodinium,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,,corythodinium,True,True,living,full_body,Q25364848,109527.0,240356.0,317139.0,696
medplanktonset,Corythodinium_constrictum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,constrictum,corythodinium constrictum,True,True,living,full_body,Q68466752,248059.0,240356.0,317139.0,696
planktoscope,Corythodinium constrictum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,constrictum,corythodinium constrictum,True,True,living,full_body,Q68466752,248059.0,240356.0,317139.0,696
medplanktonset,Corythodinium_milneri,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,milneri,corythodinium milneri,True,True,living,full_body,Q68466957,643805.0,240356.0,317139.0,696
planktoscope,Corythodinium tesselatum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,tesselatum,corythodinium tesselatum,True,True,living,full_body,Q68467085,110077.0,240356.0,317139.0,696
flowcamnet,Coscinodiscaceae,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,coscinodiscaceae,,,coscinodiscaceae,True,True,living,full_body,Q5173858,148916.0,38747.0,74448.0,720
global_uvp5,Coscinodiscus,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,coscinodiscaceae,coscinodiscus,,coscinodiscus,True,True,living,full_body,Q12744975,148917.0,33641.0,74449.0,202
whoi,Coscinodiscus,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,coscinodiscaceae,coscinodiscus,,coscinodiscus,True,True,living,full_body,Q12744975,148917.0,33641.0,74449.0,202
zooscan,Coscinodiscus,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,coscinodiscaceae,coscinodiscus,,coscinodiscus,True,True,living,full_body,Q12744975,148917.0,33641.0,74449.0,202
global_uvp5,Creseidae,animalia,mollusca,gastropoda,pteropoda,creseidae,,,creseidae,True,True,living,full_body,Q18713366,411905.0,356495.0,531899.0,608
uvp6net,Creseis acicula,animalia,mollusca,gastropoda,pteropoda,creseidae,creseis,acicula,creseis acicula,True,True,living,full_body,Q3804098,139034.0,356499.0,273416.0,174;618
zooscan,Creseidae acicula,animalia,mollusca,gastropoda,pteropoda,creseidae,creseis,acicula,creseis acicula,True,True,living,full_body,Q3804098,139034.0,356499.0,273416.0,174;618
jedioceans,LClass_Crinoidea,animalia,echinodermata,crinoidea,,,,,crinoidea,True,True,living,full_body,Q33666,123081.0,35069.0,33.0,261;638
syke_ifcb_2022,Cryptomonadales,chromista,cryptophyta,cryptophyceae,cryptomonadales,,,,cryptomonadales,True,True,living,full_body,Q5190992,17640.0,589350.0,99181.0,
medplanktonset,Cryptophyceae,chromista,cryptophyta,cryptophyceae,,,,,cryptophyceae,True,True,living,full_body,Q488032,17639.0,3027.0,99173.0,
planktoscope,cristal,,,,,,,,crystal,False,False,inert,,,,,,
uvp6net,crystal,,,,,,,,crystal,False,False,inert,,,,,,
global_uvp5,Ctenocalanus,animalia,arthropoda,copepoda,calanoida,clausocalanidae,ctenocalanus,,ctenocalanus,True,True,living,full_body,Q6551348,104162.0,149010.0,5751.0,114;320;564
global_uvp5,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
global_uvp5,Ctenophora XX,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
isiisnet,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
uvp6net,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
