Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living,root_class,qualifier,wikidata_ID,aphia_ID,NCBI_ID,BOLD_ID,ecotaxa_ID
whoi,Heterocapsa_triquetra,chromista,myzozoa,dinophyceae,peridiniales,peridiniaceae,kryptoperidinium,triquetrum,kryptoperidinium triquetrum,True,True,living,full_body,Q68466630,1346683.0,66468.0,317090.0,240
whoi,Laboea_strobila,chromista,ciliophora,oligotrichea,oligotrichida,tontoniidae,laboea,strobila,laboea strobila,True,True,living,full_body,Q61997574,101264.0,181653.0,1022866.0,657
planktoscope,Lauderia,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,lauderiaceae,lauderia,,lauderia,True,True,living,full_body,Q25366473,149134.0,49254.0,351422.0,699
whoi,Lauderia,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,lauderiaceae,lauderia,,lauderia,True,True,living,full_body,Q25366473,149134.0,49254.0,351422.0,699
medplanktonset,Lauderia_annulata,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,lauderiaceae,lauderia,annulata,lauderia annulata,True,True,living,full_body,Q67889063,149135.0,382366.0,604296.0,699
whoi,Leegaardiella_ovalis,chromista,ciliophora,oligotrichea,choreotrichida,leegaardiellidae,leegaardiella,ovalis,leegaardiella ovalis,True,True,living,full_body,Q61997558,101206.0,1925000.0,1022867.0,657
planktoscope,Leprotintinnus,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidiidae,leprotintinnus,,leprotintinnus,True,True,living,full_body,Q25362707,232074.0,1050069.0,1022867.0,730
planktonset1.0,fish_larvae_leptocephali,animalia,chordata,teleostei,anguilliformes,nettastomatidae,leptocephalus,,leptocephalus,False,True,living,larvae,Q6527979,843623.0,556253.0,202082.0,
medplanktonset,Leptocylindrus_spp,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,,leptocylindrus,True,True,living,full_body,Q25366303,149038.0,163515.0,344873.0,586
planktoscope,Leptocylindrus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,,leptocylindrus,True,True,living,full_body,Q25366303,149038.0,163515.0,344873.0,586
whoi,Leptocylindrus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,,leptocylindrus,True,True,living,full_body,Q25366303,149038.0,163515.0,344873.0,586
planktoscope,Leptocylindrus mediterraneus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,mediterraneus,leptocylindrus mediterraneus,True,True,living,full_body,Q110627252,149230.0,1785165.0,344873.0,586
whoi,Leptocylindrus_mediterraneus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,mediterraneus,leptocylindrus mediterraneus,True,True,living,full_body,Q110627252,149230.0,1785165.0,344873.0,586
zoolake,leptodora,animalia,arthropoda,branchiopoda,haplopoda,leptodoridae,leptodora,,leptodora,True,True,living,full_body,Q15886001,247922.0,77706.0,4564.0,
global_uvp5,Leptothecata,animalia,cnidaria,hydrozoa,leptothecata,,,,leptothecata,True,True,living,full_body,Q5122184,13552.0,500008.0,264641.0,644
medplanktonset,Licmophora_spp,chromista,heterokontophyta,bacillariophyceae,licmophorales,licmophoraceae,licmophora,,licmophora,True,True,living,full_body,Q25366573,149342.0,210597.0,603472.0,587
planktoscope,Licmophora,chromista,heterokontophyta,bacillariophyceae,licmophorales,licmophoraceae,licmophora,,licmophora,True,True,living,full_body,Q25366573,149342.0,210597.0,603472.0,587
syke_ifcb_2022,Licmophora_sp,chromista,heterokontophyta,bacillariophyceae,licmophorales,licmophoraceae,licmophora,,licmophora,True,True,living,full_body,Q25366573,149342.0,210597.0,603472.0,587
whoi,Licmophora,chromista,heterokontophyta,bacillariophyceae,licmophorales,licmophoraceae,licmophora,,licmophora,True,True,living,full_body,Q25366573,149342.0,210597.0,603472.0,587
global_uvp5,Limacina,animalia,mollusca,gastropoda,pteropoda,limacinidae,limacina,,limacina,True,True,living,full_body,Q3202503,138122.0,220646.0,5946.0,139
global_uvp5,Limacina helicina,animalia,mollusca,gastropoda,pteropoda,limacinidae,limacina,helicina,limacina helicina,True,True,living,full_body,Q3023651,140223.0,220647.0,30719.0,139
global_uvp5,Limacinidae,animalia,mollusca,gastropoda,pteropoda,limacinidae,,,limacinidae,True,True,living,full_body,Q6548854,13704.0,220645.0,1836.0,123;617
zoocamnet,Limacinidae,animalia,mollusca,gastropoda,pteropoda,limacinidae,,,limacinidae,True,True,living,full_body,Q6548854,13704.0,220645.0,1836.0,123;617
zooscan,Limacinidae,animalia,mollusca,gastropoda,pteropoda,limacinidae,,,limacinidae,True,True,living,full_body,Q6548854,13704.0,220645.0,1836.0,123;617
global_uvp5,like<Limacinidae,animalia,mollusca,gastropoda,pteropoda,limacinidae,,,limacinidae,True,True,living,like,Q6548854,13704.0,220645.0,1836.0,123;617
planktoscope,Lioloma,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,lioloma,,lioloma,True,True,living,full_body,Q25366594,292726.0,3093593.0,187420.0,550
medplanktonset,Lioloma_pacificum,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,lioloma,pacificum,lioloma pacificum,True,True,living,full_body,Q67872772,418646.0,3471099.0,187420.0,550
planktonset1.0,hydromedusae_liriope,animalia,cnidaria,hydrozoa,limnomedusae,geryoniidae,liriope,,liriope,True,True,living,full_body,Q21358870,117099.0,37523.0,651991.0,300
zooscan,Liriope,animalia,cnidaria,hydrozoa,limnomedusae,geryoniidae,liriope,,liriope,True,True,living,full_body,Q21358870,117099.0,37523.0,651991.0,300
planktoscope,Lithodesmium,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,lithodesmium,,lithodesmium,True,True,living,full_body,Q25366354,149321.0,59811.0,87586.0,711
medplanktonset,Lithodesmium_variabile,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,lithodesmium,variabile,lithodesmium variabile,True,True,living,full_body,Q67885439,840518.0,1514138.0,87586.0,711
global_uvp5,Pterotracheoidea,animalia,mollusca,gastropoda,littorinimorpha,,,,littorinimorpha,True,True,living,full_body,Q1187122,382213.0,216294.0,208508.0,111
planktonset1.0,heteropod,animalia,mollusca,gastropoda,littorinimorpha,,,,littorinimorpha,True,True,living,full_body,Q1187122,382213.0,216294.0,208508.0,111
global_uvp5,Lobata,animalia,ctenophora,tentaculata,lobata,,,,lobata,True,True,living,full_body,Q149121,1258.0,27921.0,381312.0,456;559
planktonset1.0,ctenophore_lobate,animalia,ctenophora,tentaculata,lobata,,,,lobata,True,True,living,full_body,Q149121,1258.0,27921.0,381312.0,456;559
global_uvp5,Luciferidae,animalia,arthropoda,malacostraca,decapoda,luciferidae,,,luciferidae,True,True,living,full_body,Q4189134,106730.0,111523.0,1538.0,464
zooscan,larvae_Luciferidae,animalia,arthropoda,malacostraca,decapoda,luciferidae,,,luciferidae,True,True,living,larvae,Q4189134,106730.0,111523.0,1538.0,464
zoocamnet,Luidiidae,animalia,echinodermata,asteroidea,paxillosida,luidiidae,,,luidiidae,True,True,living,full_body,Q3266368,123129.0,60582.0,24752.0,290
global_uvp5,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True,living,full_body,Q182978,1071.0,6681.0,69.0,
isiisnet,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True,living,full_body,Q182978,1071.0,6681.0,69.0,
uvp6net,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True,living,full_body,Q182978,1071.0,6681.0,69.0,
zooscan,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True,living,full_body,Q182978,1071.0,6681.0,69.0,
zoocamnet,shrimp_like,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True,living,like,Q182978,1071.0,6681.0,69.0,
jedioceans,LClass_Pa.35.Marine_snow,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_aggregate_large,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_aggregate_medium,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_aggregate_small,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_com_large,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_com_medium,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_com_small,,,,,,,,marine snow,False,False,detritus,,,,,,
jedioceans,LClass_Pa.35.Marine_snow_stick,,,,,,,,marine snow,False,False,detritus,,,,,,
planktoscope,Mastogloia,chromista,heterokontophyta,bacillariophyceae,mastogloiales,mastogloiaceae,mastogloia,,mastogloia,True,True,living,full_body,Q25366092,157052.0,1003320.0,603822.0,711
planktoscope,Mediopyxis,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,mediopyxis,,mediopyxis,True,True,living,full_body,Q23070090,345484.0,327390.0,327912.0,733
global_uvp5,Medusettidae,chromista,cercozoa,thecofilosea,phaeogromida,medusettidae,,,medusettidae,True,True,living,full_body,Q21225576,345871.0,332297.0,886873.0,705
global_uvp5,Melosira,chromista,heterokontophyta,bacillariophyceae,melosirales,melosiraceae,melosira,,melosira,True,True,living,full_body,Q1779272,149042.0,35124.0,74463.0,711
syke_ifcb_2022,Melosira_arctica,chromista,heterokontophyta,bacillariophyceae,melosirales,melosiraceae,melosira,arctica,melosira arctica,True,True,living,full_body,Q67898176,149042.0,1453603.0,1023161.0,711
flowcamnet,Melosiraceae,chromista,heterokontophyta,bacillariophyceae,melosirales,melosiraceae,,,melosiraceae,True,True,living,full_body,Q18679086,149041.0,35123.0,74462.0,711
medplanktonset,Meringosphaera_mediterranea,chromista,ochrophyta,xanthophyceae,mischococcales,pleurochloridaceae,meringosphaera,mediterranea,meringosphaera mediterranea,True,True,living,full_body,Q127375913,248129.0,2837474.0,603924.0,
syke_ifcb_2022,Merismopedia_sp,bacteria,cyanobacteria,cyanophyceae,chroococcales,microcystaceae,merismopedia,,merismopedia,True,True,living,full_body,Q292215,146545.0,53402.0,707995.0,697
medplanktonset,Mesodinium_spp,chromista,ciliophora,litostomatea,cyclotrichiida,mesodiniidae,mesodinium,,mesodinium,True,True,living,full_body,Q25360922,179320.0,283646.0,72834.0,657
whoi,Mesodinium_sp,chromista,ciliophora,litostomatea,cyclotrichiida,mesodiniidae,mesodinium,,mesodinium,True,True,living,full_body,Q25360922,179320.0,283646.0,72834.0,657
syke_ifcb_2022,Mesodinium_rubrum,chromista,ciliophora,litostomatea,cyclotrichiida,mesodiniidae,mesodinium,rubrum,mesodinium rubrum,True,True,living,full_body,Q61999423,232069.0,704171.0,72834.0,657
flowcamnet,Metacylis,chromista,ciliophora,oligotrichea,choreotrichida,metacylididae,metacylis,,metacylis,True,True,living,full_body,Q25362550,172438.0,181650.0,1022867.0,657
zoocamnet,Metrinidae,animalia,arthropoda,copepoda,calanoida,metridinidae,,,metridinidae,True,True,living,full_body,Q3809026,104092.0,122094.0,1733.0,40
planktoscope,Microsetella,animalia,arthropoda,copepoda,harpacticoida,ectinosomatidae,microsetella,,microsetella,True,True,living,full_body,Q6561350,115341.0,2779395.0,326830.0,61;755
zoocamnet,Microstella,animalia,mollusca,gastropoda,pylopulmonata,pyramidellidae,microstellaria,,microstellaria,True,True,living,full_body,Q14550957,1761472.0,160015.0,81653.0,111
jedioceans,LClass_Pa.39.Mineral,,,,,,,,mineral,False,False,inert,,,,,,
jedioceans,LClass_Pa.Mineral,,,,,,,,mineral,False,False,inert,,,,,,
global_uvp5,multiple organisms,,,,,,,,mix,False,True,living,mix,,,,,
jedioceans,LClass_multiple,,,,,,,,mix,False,True,living,mix,,,,,
jedioceans,LClass_Multiple_organisms,,,,,,,,mix,False,True,living,mix,,,,,
global_uvp5,light aggregates,,,,,,,,mix,False,False,artefact,,,,,,
whoi,mix,,,,,,,,mix,False,False,detritus,,,,,,
whoi,mix_elongated,,,,,,,,mix,False,False,detritus,,,,,,
zoocamnet,egg_Mollusca,animalia,mollusca,,,,,,mollusca,True,True,living,egg,Q25326,51.0,6447.0,23.0,
zooscan,egg_Mollusca,animalia,mollusca,,,,,,mollusca,True,True,living,egg,Q25326,51.0,6447.0,23.0,
global_uvp5,Mollusca,animalia,mollusca,,,,,,mollusca,True,True,living,full_body,Q25326,51.0,6447.0,23.0,
global_uvp5,veliger,animalia,mollusca,,,,,,mollusca,True,True,living,full_body,Q25326,51.0,6447.0,23.0,
isiisnet,Mollusca,animalia,mollusca,,,,,,mollusca,True,True,living,full_body,Q25326,51.0,6447.0,23.0,
jedioceans,LClass_Mollusca,animalia,mollusca,,,,,,mollusca,True,True,living,full_body,Q25326,51.0,6447.0,23.0,
planktoscope,veliger_Mollusca,animalia,mollusca,,,,,,mollusca,True,True,living,full_body,Q25326,51.0,6447.0,23.0,
zoocamnet,veliger,animalia,mollusca,,,,,,mollusca,True,True,living,full_body,Q25326,51.0,6447.0,23.0,
zooscan,part_Mollusca,animalia,mollusca,,,,,,mollusca,False,False,detritus,part,Q25326,51.0,6447.0,23.0,
global_uvp5,molt,,,,,,,,molt,False,False,detritus,,,,,,
planktoscope,molt,,,,,,,,molt,False,False,detritus,,,,,,
syke_ifcb_2022,Monoraphidium_contortum,plantae,chlorophyta,chlorophyceae,sphaeropleales,selenastraceae,monoraphidium,contortum,monoraphidium contortum,True,True,living,full_body,Q69674374,160591.0,307511.0,762197.0,
zooscan,other_living,animalia,arthropoda,copepoda,monstrilloida,,,,monstrilloida,True,True,living,full_body,Q3480154,1106.0,84311.0,349765.0,64
planktoscope,moving,,,,,,,,moving,False,False,artefact,,,,,,
global_uvp5,Munnopsinae,animalia,arthropoda,malacostraca,isopoda,munnopsidae,,,munnopsidae,True,True,living,full_body,Q4354697,118264.0,192514.0,88696.0,649
global_uvp5,Munnopsis,animalia,arthropoda,malacostraca,isopoda,munnopsidae,munnopsis,,munnopsis,True,True,living,full_body,Q4350194,118377.0,203885.0,88697.0,649
planktonset1.0,fish_larvae_myctophids,animalia,chordata,teleostei,myctophiformes,myctophidae,,,myctophidae,False,True,living,larvae,Q1975704,125498.0,68515.0,1368.0,
zooscan,Mysida,animalia,arthropoda,malacostraca,mysida,,,,mysida,True,True,living,full_body,Q13411080,149668.0,75399.0,79190.0,
zooscan,protozoea_Eumalacostraca,animalia,arthropoda,malacostraca,mysida,,,,mysida,True,True,living,full_body,Q13411080,149668.0,75399.0,79190.0,
zooscan,larvae_Mysida,animalia,arthropoda,malacostraca,mysida,,,,mysida,True,True,living,larvae,Q13411080,149668.0,75399.0,79190.0,
sykezooscan2024,Mysis_sp,animalia,arthropoda,malacostraca,mysida,mysidae,mysis,,mysis,True,True,living,full_body,Q601140,119886.0,261863.0,5739.0,
zoocamnet,Nannosquillidae,animalia,arthropoda,malacostraca,stomatopoda,nannosquillidae,,,nannosquillidae,True,True,living,full_body,Q3855072,136090.0,85301.0,91932.0,
global_uvp5,Narcomedusae,animalia,cnidaria,hydrozoa,narcomedusae,,,,narcomedusae,True,True,living,full_body,Q140930,16349.0,43184.0,531908.0,310
planktonset1.0,hydromedusae_narco_dark,animalia,cnidaria,hydrozoa,narcomedusae,,,,narcomedusae,True,True,living,full_body,Q140930,16349.0,43184.0,531908.0,310
planktonset1.0,hydromedusae_narco_young,animalia,cnidaria,hydrozoa,narcomedusae,,,,narcomedusae,True,True,living,full_body,Q140930,16349.0,43184.0,531908.0,310
planktonset1.0,hydromedusae_narcomedusae,animalia,cnidaria,hydrozoa,narcomedusae,,,,narcomedusae,True,True,living,full_body,Q140930,16349.0,43184.0,531908.0,310
uvp6net,Narcomedusae,animalia,cnidaria,hydrozoa,narcomedusae,,,,narcomedusae,True,True,living,full_body,Q140930,16349.0,43184.0,531908.0,310
flowcamnet,Nassellaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
global_uvp5,Collodaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
global_uvp5,colonial<Collodaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
global_uvp5,solitaryblack,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
global_uvp5,solitaryglobule,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
isiisnet,colonial_colodaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
isiisnet,solitaryblack,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
planktoscope,Cystidium,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
planktoscope,Nassellaria_Polycystinea,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
uvp6net,cloud,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
uvp6net,Collodaria,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
uvp6net,solitaryblack,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
uvp6net,solitaryglobule,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True,living,full_body,Q3870511,235741.0,278980.0,714957.0,654
planktoscope,Naviculales,chromista,heterokontophyta,bacillariophyceae,naviculales,,,,naviculales,True,True,living,full_body,Q4499108,149015.0,38748.0,87615.0,660
planktoscope,Nematoda,animalia,nematoda,,,,,,nematoda,True,True,living,full_body,Q5185,799.0,6231.0,19.0,
medplanktonset,Neobrightwellia_alternans,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,neobrightwellia,alternans,neobrightwellia alternans,True,True,living,full_body,Q16831734,148966.0,1003021.0,180383.0,711
planktoscope,Neocalyptrella,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,neocalyptrella,,neocalyptrella,True,True,living,full_body,Q25366448,345490.0,2731301.0,87622.0,444
flowcamnet,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True,living,full_body,Q18606071,494056.0,665866.0,317205.0,240
planktoscope,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True,living,full_body,Q18606071,494056.0,665866.0,317205.0,240
zoocamnet,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True,living,full_body,Q18606071,494056.0,665866.0,317205.0,240
planktoscope,neoceratium gibberum concilians mix,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True,living,mix,Q18606071,494056.0,665866.0,317205.0,240
planktoscope,part_Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,False,False,detritus,part,Q18606071,494056.0,665866.0,317205.0,240
planktoscope,Eucampia cornuta,chromista,heterokontophyta,bacillariophyceae,bacillariophyceae,bacillariophyceae,neomoelleria,cornuta,neomoelleria cornuta,True,True,living,full_body,Q2878349,1324082.0,33849.0,74456.0,711
flowcamnet,Nitzschia,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,nitzschia,,nitzschia,True,True,living,full_body,Q1583107,149045.0,651811.0,87625.0,711
syke_ifcb_2022,Nitzschia_paleacea,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,nitzschia,paleacea,nitzschia paleacea,True,True,living,full_body,Q49600010,609727.0,303396.0,785727.0,711
jedioceans,LClass_Noctiluca_eggs,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True,living,egg,Q3342595,109500.0,2965.0,317178.0,248
global_uvp5,Noctiluca sp.,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True,living,full_body,Q3342595,109500.0,2965.0,317178.0,248
planktonset1.0,protist_noctiluca,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True,living,full_body,Q3342595,109500.0,2965.0,317178.0,248
zoocamnet,Noctiluca,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True,living,full_body,Q3342595,109500.0,2965.0,317178.0,248
zooscan,Noctiluca,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True,living,full_body,Q3342595,109500.0,2965.0,317178.0,248
jedioceans,LClass_Df.03.Noctiluca_scintillans,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,scintillans,noctiluca scintillans,True,True,living,full_body,Q309991,109921.0,2966.0,317178.0,248
global_uvp5,Nodularia,bacteria,cyanobacteria,cyanophyceae,nostocales,nodulariaceae,nodularia,,nodularia,True,True,living,full_body,Q131912831,156692.0,1830174.0,543959.0,697
